sekolah,jenis_kelamin,usia,tipe_alamat,ukuran_keluarga,status_orangtua,pendidikan_ibu,pendidikan_ayah,pekerjaan_ibu,pekerjaan_ayah,alasan_pilih_sekolah,wali,waktu_tempuh,waktu_belajar,jumlah_kegagalan,dukungan_sekolah,dukungan_keluarga,les_pribadi,kegiatan_ekstra,pernah_paud,ingin_pendidikan_tinggi,internet_rumah,hubungan_romantis,hubungan_keluarga,waktu_luang,keluar_dengan_teman,konsumsi_alkohol_harian,konsumsi_alkohol_akhir_pekan,kesehatan,ketidakhadiran,nilai_periode1,nilai_periode2,nilai_akhir,subject,risiko_gagal
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,3,4,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,5,4,5,2,4,5,2,10,9,10,Portuguese,0
Gabriel Pereira,Perempuan,16,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,4,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,5,1,3,1,1,3,0,14,13,13,Portuguese,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,3,1,Jasa,Jasa,Kurikulum,Ibu,2,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,3,3,4,4,5,4,2,11,11,12,Portuguese,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Berpisah,3,2,Lainnya,Jasa,Kurikulum,Wali lain,1,3,0,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,3,5,1,5,10,12,11,11,Portuguese,0
Gabriel Pereira,Perempuan,16,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Jasa,Reputasi,Ibu,2,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,3,3,3,1,2,1,8,12,11,11,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Berpisah,3,3,Lainnya,Lainnya,Kurikulum,Wali lain,2,1,0,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,2,1,1,5,4,9,9,10,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Jasa,Lainnya,Kurikulum,Ibu,1,2,2,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Ya,4,4,4,1,3,5,0,10,10,10,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ibu,2,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,2,1,1,5,6,13,14,14,Portuguese,0
Gabriel Pereira,Perempuan,15,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Lainnya,Kurikulum,Ibu,3,1,1,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,5,5,5,1,1,1,2,8,9,9,Portuguese,1
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Jasa,Kurikulum,Ayah,2,4,0,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,2,2,2,1,1,3,6,9,11,11,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Berpisah,3,3,Jasa,Jasa,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,1,3,2,2,3,1,24,9,8,9,Portuguese,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Jasa,Kurikulum,Ibu,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,5,3,3,1,3,5,0,15,13,13,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,2,2,Jasa,Jasa,Reputasi,Ayah,2,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,2,3,3,2,2,2,4,12,11,11,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Kurikulum,Ibu,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,2,2,1,1,5,2,13,13,13,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Ibu rumah tangga,Ibu rumah tangga,Kurikulum,Ibu,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,4,4,3,3,1,4,10,11,11,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Lainnya,Lainnya,Dekat rumah,Ibu,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,4,5,1,2,5,22,9,7,6,Portuguese,1
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Jasa,Kurikulum,Ayah,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,4,2,1,2,5,0,12,12,12,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,3 atau kurang,Berpisah,2,1,Ibu rumah tangga,Lainnya,Dekat rumah,Ibu,2,1,0,Tidak,Ya,Tidak,Ya,Ya,Tidak,Ya,Ya,4,4,2,1,1,5,0,11,10,10,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Kesehatan,Jasa,Dekat rumah,Ayah,1,2,1,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,3,2,1,1,3,2,11,11,11,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,4,3,2,1,1,5,6,13,12,13,Portuguese,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Jasa,Kurikulum,Ayah,1,2,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,2,3,4,2,4,1,6,11,11,11,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ibu,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,3,3,2,2,1,5,16,9,9,8,Portuguese,1
Gabriel Pereira,Laki-laki,15,Perkotaan,3 atau kurang,Berpisah,2,1,Jasa,Lainnya,Kurikulum,Ibu,4,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,5,5,2,5,5,0,12,11,11,Portuguese,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Lainnya,Lainnya,Kurikulum,Ibu,1,1,2,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,2,3,5,2,5,4,0,11,9,0,Portuguese,1
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,2,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,1,1,1,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,4,4,4,3,5,5,6,9,10,10,Portuguese,0
Gabriel Pereira,Perempuan,15,Perdesaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Reputasi,Wali lain,2,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,2,1,2,3,3,2,13,13,13,Portuguese,0
Gabriel Pereira,Laki-laki,19,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Jasa,Ibu rumah tangga,Dekat rumah,Ibu,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,4,5,4,1,1,4,6,11,9,11,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Lainnya,Guru,Kurikulum,Ibu,1,1,0,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,4,2,1,1,1,4,0,13,13,13,Portuguese,0
Gabriel Pereira,Laki-laki,15,Perdesaan,Lebih dari 3,Tinggal bersama,2,3,Ibu rumah tangga,Jasa,Kurikulum,Ibu,1,2,0,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,Tidak,4,4,4,1,1,1,0,7,8,8,Portuguese,1
Gabriel Pereira,Laki-laki,17,Perdesaan,3 atau kurang,Tinggal bersama,1,2,Lainnya,Lainnya,Reputasi,Ibu,1,1,3,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,2,2,2,3,3,5,14,9,8,10,Portuguese,0
Gabriel Pereira,Perempuan,18,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,1,3,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,5,2,5,1,5,4,6,11,10,11,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,1,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,4,2,2,1,2,3,4,12,10,11,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Jasa,Kurikulum,Ayah,1,2,1,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,5,5,4,4,5,0,10,10,1,Portuguese,1
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,1,2,Kesehatan,Jasa,Kurikulum,Ibu,2,1,2,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,4,4,5,3,5,5,0,9,8,10,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perdesaan,3 atau kurang,Tinggal bersama,2,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,2,1,1,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,Ya,3,3,2,2,2,5,8,8,8,9,Portuguese,1
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Lainnya,Kurikulum,Ibu,2,2,2,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,4,4,1,4,3,4,7,6,8,Portuguese,1
Gabriel Pereira,Laki-laki,15,Perkotaan,3 atau kurang,Tinggal bersama,1,2,Lainnya,Lainnya,Kurikulum,Ibu,2,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,4,4,4,2,4,5,2,8,9,10,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,3,Ibu rumah tangga,Jasa,Kurikulum,Ayah,1,1,1,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,5,3,3,1,4,2,2,9,8,8,Portuguese,1
Gabriel Pereira,Laki-laki,17,Perdesaan,3 atau kurang,Tinggal bersama,1,1,Lainnya,Jasa,Kurikulum,Ibu,4,2,0,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Ya,5,3,5,1,5,5,0,8,8,8,Portuguese,1
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Jasa,Jasa,Kurikulum,Ibu,2,1,3,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,4,5,2,1,1,2,10,8,7,8,Portuguese,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ayah,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,4,3,5,2,4,4,0,9,10,11,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,2,Kesehatan,Jasa,Dekat rumah,Ayah,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,4,2,3,1,1,3,0,17,17,18,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,5,1,5,1,1,4,0,12,12,13,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Kesehatan,Kesehatan,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,4,2,1,1,3,0,16,16,17,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,4,Lainnya,Lainnya,Kurikulum,Ayah,3,1,1,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Tidak,3,4,5,2,4,2,4,9,9,10,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,0,Lainnya,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,2,1,1,3,0,16,17,18,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Guru,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,4,4,1,3,5,0,11,9,10,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,3,Ibu rumah tangga,Jasa,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,5,1,1,3,0,14,13,13,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,4,5,1,1,4,0,14,14,15,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Tinggal bersama,4,3,Guru,Lainnya,Kurikulum,Ibu,2,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,4,4,4,4,4,4,0,10,11,11,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,3,4,4,1,4,5,0,13,12,14,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Ayah,1,2,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,4,3,4,1,4,4,4,11,9,10,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,4,2,Guru,Jasa,Lainnya,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,3,3,4,3,8,10,9,11,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,5,2,3,1,1,2,4,11,11,13,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,3,4,3,2,3,3,4,11,10,11,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,4,2,3,1,2,3,0,11,12,13,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,4,Jasa,Jasa,Reputasi,Ayah,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Tidak,5,4,2,2,3,5,0,17,18,17,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,5,3,3,2,3,1,32,14,13,14,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,1,2,2,1,2,1,8,14,15,16,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Lainnya,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,4,2,3,4,6,11,13,14,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Jasa,Jasa,Lainnya,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,3,3,3,1,2,3,0,10,9,11,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,2,1,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,4,2,3,1,2,5,0,13,14,16,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Berpisah,3,3,Kesehatan,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Ya,3,3,3,1,3,3,10,12,13,14,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,3,1,3,1,5,3,6,9,9,10,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Jasa,Jasa,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,1,2,6,12,12,13,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Jasa,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,5,3,3,1,1,3,0,12,11,12,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Jasa,Lainnya,Wali lain,2,2,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,4,4,4,4,5,5,16,10,11,12,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Reputasi,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,2,3,4,5,0,11,10,10,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Lainnya,Lainnya,Dekat rumah,Ayah,2,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,3,3,1,1,3,0,13,12,12,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,2,4,Jasa,Jasa,Kurikulum,Ayah,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,2,1,1,5,8,14,15,16,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Guru,Dekat rumah,Ibu,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,2,3,1,2,5,4,13,13,14,Portuguese,0
Gabriel Pereira,Laki-laki,16,Perdesaan,3 atau kurang,Tinggal bersama,3,3,Guru,Lainnya,Dekat rumah,Ayah,3,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,3,3,4,3,5,3,16,10,11,12,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Guru,Dekat rumah,Ibu,2,1,1,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,2,4,2,3,2,30,14,15,16,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Guru,Guru,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,5,2,1,2,3,0,11,10,11,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Kesehatan,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,5,1,5,2,2,14,14,15,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,Tidak,4,4,3,1,3,4,4,11,12,12,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,4,4,4,1,3,1,0,14,15,15,Portuguese,0
Gabriel Pereira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Reputasi,Ibu,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,3,2,1,2,3,21,13,13,13,Portuguese,0
Gabriel Pereira,Perempuan,16,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Jasa,Reputasi,Ibu,2,4,0,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Tidak,5,3,5,1,1,5,6,13,13,13,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,4,Ibu rumah tangga,Jasa,Dekat rumah,Ibu,1,3,1,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,4,3,3,4,5,14,8,9,8,Portuguese,1
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Berpisah,3,1,Jasa,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,2,3,3,2,2,4,2,11,11,12,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Lainnya,Lainnya,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,1,3,2,1,1,1,4,14,15,15,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Dekat rumah,Ibu,2,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,4,3,2,1,4,5,2,12,13,13,Portuguese,0
Gabriel Pereira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Lainnya,Reputasi,Ibu,2,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,4,2,1,1,4,0,11,12,12,Portuguese,0
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Wali lain,1,4,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,3,1,2,3,4,12,12,12,Portuguese,0
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Jasa,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,5,3,5,4,5,3,15,13,12,12,Portuguese,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Berpisah,2,2,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,3,4,1,1,4,0,13,13,13,Portuguese,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,4,4,2,4,5,10,12,11,11,Portuguese,0
Gabriel Pereira,Perempuan,17,Perdesaan,3 atau kurang,Tinggal bersama,4,4,Jasa,Lainnya,Lainnya,Ibu,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,5,2,1,1,2,3,6,12,11,11,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,3,2,Lainnya,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,4,4,1,3,1,2,14,16,15,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,3,4,5,2,4,1,16,11,9,10,Portuguese,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,3,3,Jasa,Kesehatan,Dekat rumah,Ayah,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,2,4,2,4,4,10,10,10,10,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Ibu rumah tangga,Lainnya,Dekat rumah,Ayah,2,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,3,3,3,1,4,3,4,12,13,13,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Ibu rumah tangga,Ibu rumah tangga,Kurikulum,Ibu,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,3,1,1,4,0,12,12,13,Portuguese,0
Gabriel Pereira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,2,1,Ibu rumah tangga,Jasa,Reputasi,Ibu,2,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,2,5,1,2,5,0,11,10,11,Portuguese,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Reputasi,Ibu,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,4,3,4,1,1,5,12,12,12,12,Portuguese,0
